Título,Autor,Año,Grado
Percepción de la funcionalidad familiar en adolescentes embarazadas de la Unidad de Medicina Familiar con Hospital General de Subzona no. 7,"Gámez Cruz, Dulce Lizeth",2020,Especialidad en Medicina (Medicina Familiar)
Análisis de variaciones laterales de velocidad de onda sísmica utilizando tomografía sísmica con fuentes y receptores en superficie,"Gamez Lindoro, José Antonio",2020,Licenciatura en Ingeniería Geofísica
Efectividad del uso tópico de insulina en heridas crónicas,"Gamboa Ruiz, Carlos Enrique",2020,Especialidad en Medicina (Cirugía Plástica y Reconstructiva)
Reconstitución digital de las transformaciones del siglo XX en el Centro Histórico de la Ciudad de México : caso de estudio: Avenida República de Argentina,"Gándara Leyva, Ángel",2020,Licenciatura en Arquitectura
Detección y tratamiento de criptorquidia en pacientes pediátricos en edad escolar y prepúber,"Gaona Ponciano, Alejandra Guadalupe",2020,Especialidad en Medicina (Pediatría)
Dinámica del microbioma en los diferentes estadíos reproductivos de dos poblaciones de (Leptonyctris yerbabuenae),"Gaona, Osiris",2020,Doctorado en Ciencias Biológicas
Desenlace clínico de neonatos diagnosticados con cardiopatía fetal estructural de tipo ducto dependiente posterior a uso de prostaglandinas como tratamiento farmacológico al nacimiento en el HGO 3 CMN La Raza Dr. Víctor Manuel Espinosa de los Reyes Sánchez,"Gaona Tapia, Carmen Julia",2020,Especialidad en Medicina (Medicina Materno Fetal)
Satisfacción de la estética y función de las protesis totales realizadas en la Clínica de Prostodoncia Total de la Universidad de Ixtlahuaca UICUI durante el periodo octubre 2018 - mayo 2019,"García Aguilar, Jenifer",2020,Licenciatura en Cirujano Dentista
Dos problemas de particiones matriciales en gráficas cordales,"García Altamirano, Juan Carlos",2020,Doctorado en Ciencias Matemáticas
Proceso evolutivo y quirúrgico de la rectopexia laparoscópica y técnica delorme en el prolapso rectal recurrente en niños en Hospital Infantil del estado de Sonora en el periodo 2000 a 2018,"García Alvarado, Esteban Francisco",2020,Especialidad en Medicina (Cirugía Pediátrica)
"Manejo y cuidado en pacientes con cáncer de mama, en la visión de Dorothea Elizabeth Orem","García Almanza, Diana Laura",2020,Licenciatura en Enfermería y Obstetricia
Desarrollo de dispositivos TIO2,"García Alvarado, Guillermo Iván",2020,Doctorado en Ciencia e Ingeniería de Materiales
"Paleoambiente del lago Coatetelco y su correlación con el desarrollo de Xochicalco, Estado de Morelos","García Arriola, Oscar Agesandro",2020,Maestría en Ciencias de la Tierra
Resultados anatómicos y visuales a los 3 años en pacientes postoperados por desprendimiento de retina secundario a enfermedad de coats,"García Arzate, Luis Daniel",2020,Especialidad en Medicina (Oftalmología)
Poesía y naturaleza : posibilidades de acción y pensamiento,"García Arroyo, Oswaldo Simón",2020,Licenciatura en Filosofía
Medición de la fibrosis del páncreas por tomografía axial computada como factor pronóstico predictivo de fístula pancreática en pacientes sometidos a procedimiento de whipple en CMN Siglo XXI Hospital Especialidades,"García Ávila, Ana Karen",2020,Especialidad en Medicina (Cirugía General)
Prevalencia de maloclusiones en un consultorio de práctica privada en Cuautitlán Izcalli,"García Ávila, María Teresa",2020,Especialidad en Ortodoncia
"Biología floral de Thelocactus leucacanthus ssp : schmollii (Werderm.) Mosco y Zanovello (Cactaceae) en una localidad del semidesierto queretano, México","García Becerril, Laura Gabriela",2020,Licenciatura en Biología
"Detección de Bartonella spp. en coatíes (Nasua narica) y mapaches (Procyon lotor) en el Parque Museo de La Venta, Villahermosa, Tabasco, México","García Baltazar, Anahí",2020,Maestría en Ciencias de la Producción y de la Salud Animal
Eliminación de clorofenoles en un reactor electroquímico tipo eccocel,"García Beltrán, Gonzalo Cuauhtémoc",2020,Licenciatura en Ingeniería Química
Relación entre el clima organizacional y la satisfacción laboral de los empleados del Hospital de Especialidades El Ángel,"García Benavides, Yuritzi Azareel",2020,Licenciatura en Psicología
Características demográficas de neuropatía craneal múltiple en pacientes atendidos en el Hospital de Especialidades de Centro Médico Nacional Siglo XXI,"García Bermúdez, Ricardo Jorge",2020,Especialidad en Medicina (Neurología)
Complicaciones en el área de recuperación en pacientes sometidos a cirugía en un hospital de tercer nivel,"García Bravo, Mariela",2020,Especialidad en Medicina (Anestesiología)
"Evolución de la arquitectura escolar y su impacto en el aprendizaje : caso de estudio: rehabilitación de la biblioteca escolar Justo Sierra de la Escuela Primaria Luis Cabrera, Alcaldía Venustiano Carranza, Ciudad de México","García Caballero, Aimeé Alondra",2020,Licenciatura en Arquitectura
Efectividad analgésica de ketamina en mayores de 60 años en cirugía ortopédica,"García Caicedo, Susan Catherine",2020,Especialidad en Medicina (Anestesiología)
Número de curva : estimación sistematizada y aplicaciones,"García Calva, Karen",2020,Licenciatura en Ingeniería Civil
Informe de experiencia laboral en el área de comunicación de Vans México,"García Campos, Thamaris Patricia",2020,Licenciatura en Ciencias de la Comunicación (Periodismo)
"Efecto del clima organizacional en el estrés laboral, síntomas y trastornos psicosomáticos y en la satisfacción laboral en una muestra de trabajadores mexicanos","García Camacho, Julio César",2020,Licenciatura en Psicología
Delito de sabotaje en la protección informática de los sistemas de seguridad en las PyMEs,"García Cárdenas, Raúl Alejandro",2020,Licenciatura en Derecho
Determinación del costo de los diferentes protocolos de tratamientos para el control de un rebrote de Diarrea Epidémica Porcina (DEP) en una granja de ciclo completo,"García Cano Rubí, Nancy Paulina",2020,Maestría en Ciencias de la Producción y de la Salud Animal
Control locorregional en pacientes con carcinoma medular de tiroides tratados con radioterapia post operatoria en el Hospital de Oncología Centro Médico Nacional Siglo XXI,"García Carro, Adriel",2020,Especialidad en Medicina (Radiooncología)
Identificación molecular de cianobacterias potencialmente tóxicas y su relación con la dinámica y los efectos del agua residual en un sistema de presas del Valle del Mezquital,"García Casillas, Andrea Margarita",2020,Licenciatura en Ciencias de la Tierra
La identidad gráfica urbana y sus procesos creativos : (caso: Colonia Doctores),"García Casillas, Miriam",2020,Licenciatura en Diseño y Comunicación Visual
Principales efectos de la pérdida prematura de molares deciduos,"García Castillo, Claudia Cecilia",2020,Licenciatura en Cirujano Dentista
Estudio de la recuperación de crudo en micromodelos no homogéneos y visualización en el cambio de mojabilidad producido por la recuperación con salmuera de baja salinidad,"García Castaño, Cristian Camilo",2020,Maestría en Ingeniería Mecánica
"Evaluación de la limitación funcional del paciente con enfermedad vascular cerebral mediante el índice de Barthel, en el Hospital General de Zona con Unidad de Medicina Familiar no 8 “Dr. Gilberto Flores Izquierdo”","García Ceballos, Guadalupe Anahí de la Cruz",2020,Especialidad en Medicina (Medicina Familiar)
Efecto del antidepresivo escitalopram en el receptor de acetilcolina nicotínico α7 y sobre la actividad sináptica del hipocampo,"García Cerrillo, Diana",2020,Maestría en Ciencias (Neurobiología)
El pensamiento de Enrique Moreno y de los Arcos y su idea de plan de estudios,"García Cerda, Polux Alfredo",2020,Doctorado en Pedagogía
"Estudio de la situación de los trabajadores en el Programa de Visas Agrícolas Temporales H-2A, el caso de los mexicanos en California (1994-2017)","García Cerón, Víctor Hugo",2020,Maestría en Estudios México-Estados Unidos
La política industrial en México de 2001 a 2018,"García Cervantes, Oscar",2020,Licenciatura en Economía
Experiencia del cáncer medular de tiroides en el Centro Médico Nacional 20 de Noviembre,"García Chang, Yang David",2020,Especialidad en Medicina (Endocrinología)
Juntos hacia una cultura de derechos humanos : secuencia didáctica en las ciencias sociales para estudiantes de nivel medio superior,"García Chacón, Nadia Patricia",2020,Maestría en Docencia para la Educación Media Superior (Ciencias Sociales)
Éxito quirúrgico en mujeres con prolapso de órganos pélvicos severo sometidas a fijación apical alta a uterosacros en comparación a ligamento sacroespinoso,"García Chavarría, Jorge Eduardo",2020,Especialidad en Medicina (Urología Ginecológica)
Ética pública integral (EPI) : hacia una nueva perspectiva ética de la función pública,"García Chávez, Brian",2020,Licenciatura en Ciencias Políticas y Administración Pública
Participación de la enfermera en paciencientes con diabetes mellitus tipo II,"García Chávez, Elvira Sarahí",2020,Licenciatura en Enfermería y Obstetricia
"Validación del simulador advisor en un vehículo hibrido, mediante ensayos experimentales","García Chávez, Francisco",2020,Maestría en Ingeniería Mecánica
"Estudio de caso : gestión integral de riesgos y protección civil, la prevención aplicada a la disminución del impacto urbano mediante el proyecto arquitectónico",García Contreras Guadalupe Ximena,2020,Licenciatura en Arquitectura
"Estudio comparativo entre cepas de levadura que no regulan la síntesis de Cox1, cultivadas en diferentes fuentes de carbono","García Cordero, Itzel Abil",2020,Licenciatura en Biología
"Análisis de los beneficios de una persona moral que tributa en el régimen agrícola ubicada en el municipio de Tancitaro, Michoacán","García Cortés, Marisol",2020,Licenciatura en Contaduría
"Caracterización de la expresión de PD-L1 en los monocitos de sujetos con angina estable, angina inestable e infarto agudo del miocardio con elevación del ST reperfundido por angioplastia primaria exitosa","García Cosio, José Carlos",2020,Especialidad en Medicina (Cardiología)
Aproximaciones al arte y la estética en Bolívar Echeverría,"García Cruz, Alejandra",2020,Maestría en Historia del Arte
"Cambio en la cobertura del suelo en la subregión de Marqués de Comillas, Chiapas, México, 1986-2003","García Cruz, Ángel Jesús",2020,Licenciatura en Geografía
Caracterización cinética de microalgas bajo condiciones representativas del tratamiento de emisiones de CO2 de gases de combustión,"García Cruz, Elisa Leonor",2020,Maestría en Ingeniería Ambiental
Efecto de los metales pesados en la actividad de ATPasa del dímero y monómero de la F1Fo-ATP sintasa de Ustilago maydis,"García Cruz, Giovanni",2020,Licenciatura en Química
"La depresión no sanada en la infancia de los varones producto de la violencia, como factor que reproduce la misma violencia en la edad adulta","García Cuadros, Graciela",2020,Licenciatura en Psicología
Alteración metabólica inducida por el ácido palmítico y su papel en los cambios bioquímicos que llevan a la hiperfosforilación de la proteína tau,"García Cruz, Valeria Melissa",2020,Licenciatura en Bioquímica Diagnóstica
"Cartografías del conflicto : una mirada al paisaje, la memoria y la violencia en México a partir de la obra de Edgardo Aragón","García Cuevas, Andrea",2020,Maestría en Historia del Arte
Relación de la enfermedad periodontal con el parto pretérmino y el aborto espontáneo,"García de la Torre, María Teresa",2020,Licenciatura en Cirujano Dentista
Análisis de la pesca de tiburón en Baja California : un enfoque de gobernanza,"García Delgado, Xóchitl",2020,Maestría en Ciencias de la Sostenibilidad
Ultraestructura del nucléolo del teocintle Zea perennis,"García Dimas, Diego Alberto",2020,Licenciatura en Biología
Las costillas de Adán : relato periodístico testimonial del matrimonio en el islam,"García Delgado, Martha Patricia",2020,Licenciatura en Ciencias de la Comunicación (Periodismo)
Estrés laboral en los empleados millennials y su relación con el compromiso organizacional en México,"García Díaz, Cindy Jazmín",2020,Licenciatura en Psicología
Obtención de parámetros fisicoquímicos de compuestos de coordinación para evaluar su viabilidad en el uso de componentes óxido-reducción en baterías de flujo,"García Domínguez, Carmina",2020,Licenciatura en Química
Efectos psicológicos del proceso migratorio : una revisión teórica de los aspectos más relevantes a considerar en la atención psicológica con migrantes latinoamericanos hacia Estados Unidos,"García Domínguez, María de los Ángeles",2020,Licenciatura en Psicología
Diseño de punto de venta para la marca Fenty Beauty en una plaza comercial,"García Estrada, Diana Itzel",2020,Licenciatura en Diseño y Comunicación Visual
"Degradación de tiabendazol utilizando escoria metalúrgica de cobre, luz solar y dos oxidantes","García Estrada, Reyna",2020,Doctorado en Ingeniería Ambiental
Descripción anatómica de los tractos respiratorios superiores de pollos (Gallus gallus domesticus) y patos (Anas platyrhynchos domesticus) a través de la técnica de diafanización,"García Estrada, Sarahi",2020,Licenciatura en Biología
Gestión de riesgos en el dosificado aséptico de inyectables,"García Eustaquio, Yaletzin Saraí",2020,Licenciatura en Química Farmacéutico Biológica
Implementación de una ecuación de estado generalizada a mezclas supercríticas en ANSYS para su aplicación a llamas hidrotérmicas,"García Félix, Ricardo",2020,Maestría en Ingeniería Energía
Propuesta de mejora a la asignatura de : La modernidad y el pensamiento político mexicano de la Licenciatura en Ciencias políticas y Administración Pública de la FES-Acatlán,"García Flores, Daniel Iván.",2020,Licenciatura en Ciencias Políticas y Administración Pública
Relación educativa que hay entre la ética y música para una construcción social en el diálogo La república de Platón,"García Flores, Areli Elizabeth",2020,Licenciatura en Filosofía
"Tromboembolia pulmonar : prevalencia, características y resultados clínicos en pacientes del Instituto Nacional de Cardiología Ignacio Chávez en el periodo de 2006-2020","García Flores, Christian Fernando",2020,Especialidad en Medicina (Cardiología)
"Saberes comunitarios para la restauración de sistemas forestales en la Sierra, Tabasco, México","García Flores, Juana",2020,Doctorado en Ciencias Biológicas
Factores de riesgo que presentan las gestantes con rotura prematura de membranas del Hospital de la Madre y el Niño Guerrerense,"García Galeana, Nancy del Rocío",2020,Licenciatura en Enfermería y Obstetricia
"Indios causídicos e intérpretes en la Nueva España, siglos XVIII-XIX","García Flores, Kinich Emiliano",2020,Maestría en Estudios Mesoamericanos
Extubación fallida en la unidad de cuidados intensivos del Hospital Regional 1° de Octubre,"García Gallardo, Luis Leonardo",2020,Especialidad en Medicina (Medicina Crítica)
Importancia del desarrollo de competencias emocionales en el cirujano dentista para el buen manejo de comportamiento del paciente infantil,"García García, Nallely",2020,Licenciatura en Psicología
"Estación de policía en Cotija, Michoacán","García Gálvez, Amor Patzilí",2020,Licenciatura en Arquitectura
Colapso termodinámico de hoyos negros,"García García, Carlos",2020,Licenciatura en Física
Cognición social en adultos jóvenes con TDAH,"García García, Nirmayorlanda",2020,Maestría en Psicología
Multisensorialidad y emociones : un camino para promover el cambio de comportamiento hacia una vida sostenible,"García García, Mónica Aranzazú",2020,Maestría en Diseño Industrial
"Haití y la construcción del concepto de raza en la obra de Anténor Firmin, 1885-1910","García Garnica, Saúl Michel",2020,Licenciatura en Historia
La evolución de un destello de rayo gamma corto a través del medio magnetizado que rodea una estrella de neutrones o un hoyo negro,"García García, Leonardo Enrique",2020,Maestría en Astrofísica
Educación a través del ahorro,"García García, Luis Eduardo",2020,Licenciatura en Economía
"Prevalencia y factores asociados a obesidad en escolares de 6 a 10 años, en la población usuaria de la UMF N°15 del IMSS CDMX","García Galván, Ashley",2020,Especialidad en Medicina (Medicina Familiar)
Flujo de curvatura de Gauss,"García Gascón, Alonso",2020,Licenciatura en Matemáticas
La prueba pericial en balística forense en el juicio oral adversarial en México,"García Garza, Pablo Adan",2020,Licenciatura en Derecho
"Terópodos pequeños provenientes de la formación El Gallo, Cretácico Tardío, Baja California, México","García Gil, Alejandro",2020,Licenciatura en Biología
"Interacción espacial de la industria automotriz en la zona metropolitana de León, Guanajuato","García Gómez, Marena Sofía",2020,Maestría en Geografía
"Proceso atención de enfermería basado en las 14 necesidades de Virginia Henderson, aplicado a un adulto en unidad de cuidados intensivos","García González, Josefina",2020,Licenciatura en Enfermería
Validación de un videojuego para la evaluación de la impaciencia en adolescentes,"García Gómez, Ruth Elena",2020,Especialidad en Promoción de la Salud y Prevención de la Enfermedad
Implementación de proceso de planeación de ventas y operaciones (S&OP) en empresa de consumo (cosméticos),"García González, Iván Cuauhtémoc",2020,Licenciatura en Ingeniería Industrial
Género y representación cinematográfica : dos casos mexicanos,"García Gómez, Jesús Javier",2020,Licenciatura en Ciencias de la Comunicación (Periodismo)
Caracterización cinética de la parte alta de la glucólisis en Euglena gracilis,"García González, Leo Benkis",2020,Licenciatura en Biología
Movilización afectiva y apoyo político : un análisis de las determinantes en la pérdida de apoyo a la democracia en México y Latinoamérica (1997-2017),"García González, Paulo Emilio",2020,Licenciatura en Ciencias Políticas y Administración Pública
Experiencia en pacientes con acromegalia,"García González, Michelle Ninoska",2020,Especialidad en Medicina (Endocrinología)
Depresión durante la emergencia sanitaria por COVID-19 en médicos residentes de la UMF n.15 IMSS,"García Grimaldo, Evelyn",2020,Especialidad en Medicina (Medicina Familiar)
Comportamiento sísmico de edificios altos equipados con contravientos restringidos al pandeo (CRP) ubicados en la zona de lago de la Ciudad de México,"García Guevara, Julián Raúl",2020,Maestría en Ingeniería Civil
La concepción del cuerpo femenino en el discurso médico en México (1917-1943),"García Hernández, Andrea",2020,Doctorado en Humanidades en Salud
Desarrollo de un nanofiltro basado en un quimiosensor para detección de metales pesados en aguas residuales,"García Gutiérrez, Yessenia Scarlette",2020,Maestría en Ingeniería Ambiental
"Diversidad y abundancia de larvas y postlarvas del infraorden Brachyura linnaeus, 1758 asociadas a las estructuras artificiales (escolleras) de la línea de costa del Puerto de Veracruz, México","García Guerrero, Mario Antonio",2020,Licenciatura en Biología
El tema recursos naturales a través del aprendizaje cooperativo en la asignatura de geografía en el nivel medio superior,"García Hernández, Fabiola",2020,Maestría en Docencia para la Educación Media Superior (Geografía)
Aplicación del conjunto básico (Core Set) de la Clasificación Internacional del Funcionamiento de la discapacidad y de la salud versión de 0 a 6 años en niños con paralisis cerebral : en relación con su nivel motor funcional y tipo de paralisis cerebral,"García Haro, Héctor",2020,Especialidad en Medicina (Medicina de Rehabilitación)
Conjecture about the quantum chromodynamics phase diagram with two light quark flavors,"García Hernández, José Antonio",2020,Licenciatura en Física
Estudio comparativo de la lesión renal aguda en pacientes con preeclampsia severa de aparición temprana versus preeclampsia severa de aparición tardía,"García Hernández, Iris Ivonne",2020,Especialidad en Medicina (Ginecología y Obstetricia)
Formalismo del crossover BCS-Bose extendido con pares de Cooper de huecos para superconductores,"García Hernández, Luis Abraham",2020,Doctorado en Ciencia e Ingeniería de Materiales
"Mediciones transitorias Eddy Covarience del flujo de CO2 registradas en la Zona Geotérmica de Acoculco, Puebla : análisis estadístico descriptivo","García Hernández, Sadoc Abisaí",2020,Licenciatura en Ingeniería en Energías Renovables
Efecto fotoprotector de Hyptis mociniana (Benth) en piel de ratones SKH-1 expuestos a radiación ultravioleta de forma crónica,"García Hernández, Rebeca",2020,Licenciatura en Biología
"Geología y exploración geofísica en San Miguel Tecomatlán, municipio Nochixtlán, Oaxaca","García Hurtado, María Fernanda",2020,Licenciatura en Ciencias de la Tierra
Principio de competencia constitucional autónoma,"García Huante, Omar",2020,Doctorado en Derecho
Conflictos socio-territoriales generados por la siembra de palma africana en Chiapas (2004 - 2017),"García Jiménez, Abraham",2020,Maestría en Geografía
Aspectos agronómicos de la propagación sexual y asexual de macadamia,"García Jiménez, Eduardo",2020,Licenciatura en Ingeniería Agrícola
Estudio del proceso de deshidratación de minerales naturales y sintéticos mediante pruebas de expansión térmica,"García Jiménez, Ricardo Saúl",2020,Maestría en Ciencia e Ingeniería de Materiales
"Coworking : Alcaldía Cuauhtémoc, CDMX","García Hurtado, Scarlet",2020,Licenciatura en Arquitectura
Calidad de atención percibida en usuarias de un servicio de planificación familiar,"García Jiménez, Valeria",2020,Especialidad en Medicina (Medicina Familiar)
Ausencia de regulación del derecho de la propiedad privada en materia energética,"García Juárez, Karla",2020,Especialidad en Derecho de la Administración y Procuración de Justicia
"Estudio de caso aplicado a un adulto joven, con alteración en sus necesidades humanas durante el pre, tras y pos trasplante alogénico de células progenitoras hematopoyéticas","García Laguna, Dalia Liliana",2020,Especialidad en Enfermería Oncológica
Determinación de atrazina en agua residual por microextracción en fase solida-cromatografía de gases-espectrometría de masas (SPME-GC-MS),"García Ladd, Alan Josué",2020,Licenciatura en Química
Erotomanía : un acontecimiento delirante en la experiencia amorosa,"García Juárez, Ángel",2020,Licenciatura en Psicología
El Islam en el norte de México : los roles de género en la construcción y negociación de la identidad religiosa de las mujeres y de los hombres del Centro Islámico del Norte en Monterrey,"García Linares, Ruth Jatziri",2020,Doctorado en Antropología
Purificación y evaluación electrofisiológica de fracciones del veneno de Conus gladiator (Gastropoda: Conidae) en el canal de potasio Kv10.1,"García López, Daniela",2020,Licenciatura en Biología
Sistema informático como apoyo al desarrollo de estrategias docentes para la enseñanza en el grupo 1101 de la Licenciatura en Informática de la Facultad de Estudios Superiores Cuautitlán periodo 2020-1,"García López, Iván Miguel",2020,Licenciatura en Informática
Reducción de la criminalidad en México a través de la educación,"García López, Pamela Sharon",2020,Licenciatura en Derecho
Reorganización del sistema funcional del lenguaje escrito en un joven que presentó un ACV isquémico en el hemisferio izquierdo,"García López, Rafael",2020,Licenciatura en Psicología
Sobrecarga de volumen y sus efectos sobre la variabilidad de la presión arterial demostrada por medición ambulatoria de 45 horas en pacientes en hemodiálisis crónica,"García Macas, Vanessa Carolina",2020,Especialidad en Medicina (Nefrología)
La tradición oral que se escritura : guía para la formación de habilidades musicales básicas a partir de transcripciones de los toques de la danza mexihca,"García Manzo, Aner Bezaí",2020,Licenciatura en Educación Musical
¿Qué es un animal? consideraciones en torno a la noción de animal entre los mayas del oriente de Yucatán,"García Magdaleno, Pavel Alonso",2020,Doctorado en Estudios Mesoamericanos
Perfil de persistencia en los alumnos del SUAyED en la Facultad de Economía,"García Márquez, Alma Delia",2020,Licenciatura en Pedagogía
"El uso de vehículos aéreos no tripulados para el análisis de exposición a procesos de remoción en masa a escala local : estudio de caso en La Gloria, Teziutlán","García Marroquín, Galdino",2020,Licenciatura en Geografía
"Diversidad de artrópodos terrestres asociados a un ecosistema de manglar en proceso de restauración dentro de la ciénaga de Progreso, Yucatán","García Martínez, Gabriela",2020,Maestría en Ciencias del Mar y Limnología
Masculinidad y salud desde una perspectiva de género,"García Martínez, Leticia",2020,Licenciatura en Psicología
Estrategias de tutoría académica y la eficiencia terminal en la maestría en pedagogía de la Facultad de Estudios Superiores Aragón 2001-2005,"García Martínez, María Esther",2020,Doctorado en Pedagogía
"Análisis de TIC, DUA y REA para la enseñanza del alemán como lengua extranjera (DAF)con Learning Apps, Quizlet y Kahoot","García Martínez, Irving David",2020,Licenciatura en Lengua y Literaturas Modernas Alemanas
"La prensa afrouruguaya, un logro colectivo : estudio de sus publicaciones entre 1892 y 1952","García Martínez, Mónica Raquel",2020,Doctorado en Estudios Latinoamericanos
Relación de bronquiolitis y su grado de severidad en pacientes con lactancia materna en el Hospital Infantil del estado de Sonora,"García Maytorena, Juan Enrique",2020,Especialidad en Medicina (Pediatría)
Sensibilidad antifúngica in vitro de aislados clínicos pertenecientes al complejo de especies Cryptococcus neoformans,"García Medina, Nancy Arely",2020,Licenciatura en Biología
"La gestión de los residuos sólidos urbanos en México : estudio de caso del Municipio de Tlalnepantla de Baz, Estado de México","García Medina, José Eduardo",2020,Licenciatura en Geografía
"Complejo Oasis, Dubai","García Medrano, Erick Esteban",2020,Licenciatura en Arquitectura
"La inocencia en juego : el rito de paso a la adolescencia femenina en Girls, at Play de Celeste Ng","García Meixueiro, María Fernanda",2020,Licenciatura en Lengua y Literaturas Modernas Inglesas
Estudio comparativo de la calidad de vida y sobrecarga de cuidadores de pacientes con esquizofrenia y depresión mayor,"García Méndez, Paz Itzamara",2020,Especialidad en Medicina (Psiquiatría)
Análisis del modelo de negocio de las plataformas digitales de transporte,"García Mendoza, Carlos Daniel",2020,Licenciatura en Economía
La humanización de la asistencia al parto desde la perspectiva de Margaret Jean Harman Watson,"García Mendoza, Margarita Lizbeth",2020,Licenciatura en Enfermería y Obstetricia
El concepto destino manifiesto : su origen y su fase historiográfica,"García Meza, Gonzalo",2020,Licenciatura en Historia
"Complicaciones postquirúrgicas con el uso de tiroidectomía transoral endoscópica por abordaje vestibular, experiencia en un hospital de tercer nivel","García Mendoza, Simy Stefanía",2020,Especialidad en Medicina (Cirugía General)
"Características clínico patológicas de pacientes con tumor de células de la granulosa del ovario en la Unidad Médica de Alta Especialidad, Hospital de Ginecología y Obstetricia No. 3 Centro Médico Nacional la Raza","García Meza, Paulina",2020,Especialidad en Medicina (Ginecología y Obstetricia)
Conducta prosocial : el caso de la empatía ante el individualismo en la sociedad actual,"García Miguel, José Ricardo",2020,Licenciatura en Psicología
Estudio de supervivencia del catéter tenckhoff en los pacientes de diálisis peritoneal del servicio de nefrología del Hospital Regional Licenciado Adolfo López Mateos,"García Mireles, Valeria",2020,Especialidad en Medicina (Medicina Interna)
Una propuesta didáctica para el bachillerato en favor de la igualdad de las mujeres,"García Morales, Adrián",2020,Maestría en Docencia para la Educación Media Superior (Filosofía)
"Prevalencia de caries dental relacionada a bioplaca y número de veces de cepillado en una escuela primaria de Ciudad Nezahuacóyotl, Estado de México durante el año 2016","García Morales, Erik Abel",2020,Especialidad en Estomatología en Atención Primaria
"Erosión dental : clasificación, etiología y alternativas de rehabilitación","García Nava, Jimena",2020,Licenciatura en Cirujano Dentista
Biomarcadores tempranos de falla de la célula β en niños y adolescentes con diabetes mellitus tipo 1,"García Olmos, Víctor Hugo",2020,Especialidad en Medicina (Endocrinología Pediátrica)
Manual básico dirigido a estudiantes de ingeniería civil para la elaboración de pruebas índice en mecánica de suelos aplicables en la zona III de la Ciudad de México,"Garcia Ortiz, Pamela",2020,Licenciatura en Ingeniería Civil
Efecto de una dieta hipoproteica durante la gestación y,"García Ortuño, Luis Enrique",2020,Doctorado en Ciencias Biomédicas
Calidad de vida y pruebas de función respiratoria en pacientes con cáncer de pulmón células no pequeñas con 4 años o más de sobrevida,"García Padilla, Daniel Alejandro",2020,Especialidad en Medicina (Oncología Médica)
El consumo de la bitcaster por los jóvenes de la Ciudad de México 2018 : estudio de caso de RMX 98.5,"García Palafox, Erick Giovanni",2020,Licenciatura en Ciencias de la Comunicación (Periodismo)
Revisión de programas de intervención preventivos para el consumo de alcohol en adolescentes,"García Ortiz, Mariana",2020,Licenciatura en Psicología
Estudio de caso : la interculturalidad de la comunidad estudiantil en la Facultad de Filosofía y Letras de la Universidad Autónoma de Madrid,"García Peña, Karla Verónica",2020,Licenciatura en Ciencias de la Comunicación
Fondos de inversión y su panorama jurídico,"García Pérez, Dulce Erandi",2020,Licenciatura en Derecho
Manejo odontológico del paciente con trasplante renal,"García Pérez, Jenny Yamily",2020,Licenciatura en Cirujano Dentista
"Comparación del estilo de vida de adultos con peso normal, sobrepeso y obesidad que acuden a una clínica de primer nivel de atención","García Pineda, Lizbeth",2020,Especialidad en Medicina (Medicina Familiar)
Elevación de proteína C reactiva como factor predictivo de disfunción miocárdica y complicaciones cardiovasculares a 30 días en pacientes con enfermedad arterial coronaria en el Hospital General de México,"García Poisot, Axel",2020,Especialidad en Medicina (Cardiología)
Propuesta de intervención psicopedagógica en el Centro Ecuestre de Rehabilitación las Águilas (CERLA A.C.) para personas con Síndrome de Down que reciben equinoterapia,"García Ramírez, Adriana",2020,Licenciatura en Pedagogía
"Obras de Johann Sebastian Bach, Ludwig van Beethoven, Ulises Ramírez y Béla Bartók","García Ramírez, Miguel",2020,Licenciatura en Instrumentista
Delta de dioxido de carbono como predictor de mortalidad en el paciente pediátrico con choque séptico,"García Ramírez, Cristian Daniel",2020,Especialidad en Medicina (Medicina Crítica Pediátrica)
"Micromorfología experimental en la cerámica de Santiaguito Tlalcilalcalli, Almoloya de Juárez, Estado de México : estabilidad mineral y estructural en procesos pre y post cocción","García Ramírez, Pamela Aide",2020,Maestría en Ciencias de la Tierra
Estudio de las propiedades de material laminar nanoestructurado con base en oxido de grafeno,"García Ramírez, Víctor Alfonso",2020,Licenciatura en Tecnología
"Políticas públicas en México dirigidas a la protección educativa y de salud de la primera infancia, a partir de los compromisos internacionales adquiridos en favor de los derechos humanos de la niñez (2012-2018)","García Reyes, Jorge Luis",2020,Licenciatura en Relaciones Internacionales
Factores de riesgo asociados a mortalidad en sindrome de dificultad respiratoria aguda en el paciente pediátrico,"García Ramos, Iliana",2020,Especialidad en Medicina (Medicina Crítica Pediátrica)
"Evaluación del efecto migratorio de una triple terapia en líneas de cáncer de mama, colon y cérvix","García Reyes, Mical Karina",2020,Maestría en Ciencias Biológicas
Valor predictivo de la combinación del índice delta de neutrófilos y ancho de distribución eritrocitaria para detectar actividad en vasculitis asociadas a ANCA,"García Rivas Díaz Galindo, Daniel",2020,Especialidad en Medicina (Medicina Interna)
Edificio de oficinas para el INDAABIN : Instituto de Administración y Avalúos de Bienes Nacionales,"García Rivera, Erika Itzel",2020,Licenciatura en Arquitectura
El rol del fútbol en la identidad del mexicano y el deporte como campo de socialización,"García Rodríguez, Alfredo Manuel",2020,Licenciatura en Sociología
